ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,group
38967,8600000US38967,38967,482896224,2052557,7
50482,8600000US50482,50482,74538651,6627470,7
40972,8600000US40972,40972,147107899,1263356,7
39040,8600000US39040,39040,453680134,2613948,7
40977,8600000US40977,40977,344955486,2165017,7
48218,8600000US48218,48218,6872363,287672,7
46327,8600000US46327,46327,10739674,304098,6
41006,8600000US41006,41006,136934831,2006634,7
48220,8600000US48220,48220,11479193,0,7
39044,8600000US39044,39044,363127806,776581,7
32310,8600000US32310,32310,273247019,12251400,7
46346,8600000US46346,46346,4573414,0,7
41010,8600000US41010,41010,228494315,1351904,7
35405,8600000US35405,35405,123170983,2018488,7
55384,8600000US55384,55384,926861,664136,7
01438,8600000US01438,01438,1403431,48434,7
01474,8600000US01474,01474,25690699,78185,7
01525,8600000US01525,01525,1162429,81163,7
01529,8600000US01529,01529,12706298,151539,7
01543,8600000US01543,01543,90918822,2972193,7
01608,8600000US01608,01608,1159107,0,7
01731,8600000US01731,01731,2049705,0,7
01754,8600000US01754,01754,13502223,407069,7
01803,8600000US01803,01803,30292991,323493,7
01841,8600000US01841,01841,8000211,462412,7
01886,8600000US01886,01886,78391633,2853998,7
11378,8600000US11378,11378,6637326,145434,7
11420,8600000US11420,11420,5383033,0,7
11424,8600000US11424,11424,87270,0,7
11425,8600000US11425,11425,98802,0,7
11433,8600000US11433,11433,4019552,0,7
11451,8600000US11451,11451,91974,0,7
15647,8600000US15647,15647,735274,0,7
15675,8600000US15675,15675,2397728,0,7
11569,8600000US11569,11569,1010517,0,7
15701,8600000US15701,15701,298616702,4466071,7
15733,8600000US15733,15733,1029790,18100,7
15745,8600000US15745,15745,3682946,0,7
14511,8600000US14511,14511,5985376,107585,7
18333,8600000US18333,18333,5563498,15587,7
14529,8600000US14529,14529,1010136,0,7
18351,8600000US18351,18351,953641,187186,7
14542,8600000US14542,14542,4793791,0,7
14545,8600000US14545,14545,3716758,0,7
14549,8600000US14549,14549,291068,0,7
14586,8600000US14586,14586,28877026,500375,7
14608,8600000US14608,14608,4530260,216262,7
39046,8600000US39046,39046,799915676,13240573,7
50521,8600000US50521,50521,3160848,0,7
39047,8600000US39047,39047,260375599,12587005,7
35442,8600000US35442,35442,610203740,10838694,7
48225,8600000US48225,48225,6854878,0,7
48226,8600000US48226,48226,3197601,0,7
32322,8600000US32322,32322,186098061,99670904,7
35452,8600000US35452,35452,134594744,1707155,7
48228,8600000US48228,48228,22299440,0,7
48229,8600000US48229,48229,7254768,53879,7
50538,8600000US50538,50538,80872052,16957,7
39067,8600000US39067,39067,271467333,99802,7
32328,8600000US32328,32328,290740107,370452490,7
60202,8600000US60202,60202,7913054,1455196,2
01937,8600000US01937,01937,189212,0,7
02113,8600000US02113,02113,259755,0,7
02114,8600000US02114,02114,1166304,300902,7
02138,8600000US02138,02138,7097713,838564,7
02210,8600000US02210,02210,2499010,1305067,7
02338,8600000US02338,02338,41448333,3604908,7
02370,8600000US02370,02370,26704842,217610,7
02464,8600000US02464,02464,1463147,29493,7
02557,8600000US02557,02557,18660871,11124442,7
11703,8600000US11703,11703,8064964,110100,7
15847,8600000US15847,15847,7032511,10599,7
15863,8600000US15863,15863,1739827,0,7
11729,8600000US11729,11729,16227514,9723,7
15922,8600000US15922,15922,1784290,0,7
15927,8600000US15927,15927,12326707,0,7
15960,8600000US15960,15960,12244863,122586,7
16030,8600000US16030,16030,2806303,0,7
11769,8600000US11769,11769,11265132,1293387,7
14614,8600000US14614,14614,629221,92493,7
14620,8600000US14620,14620,11599780,232693,7
18455,8600000US18455,18455,11533580,593079,7
18459,8600000US18459,18459,172879,108586,7
18471,8600000US18471,18471,7156863,6853,7
14720,8600000US14720,14720,634846,0,7
14721,8600000US14721,14721,9625463,0,7
14727,8600000US14727,14727,281532550,2133797,7
18519,8600000US18519,18519,6235662,0,7
14752,8600000US14752,14752,649518,0,7
18614,8600000US18614,18614,357037460,1844593,7
39069,8600000US39069,39069,456627394,206590,7
32332,8600000US32332,32332,11781251,341378,7
41041,8600000US41041,41041,277991722,2727868,7
55409,8600000US55409,55409,3216085,0,7
35466,8600000US35466,35466,676096592,1256008,7
30284,8600000US30284,30284,241717,3315,7
35470,8600000US35470,35470,688017982,8551398,7
55411,8600000US55411,55411,10529234,180009,7
46376,8600000US46376,46376,23319088,69873,7
55412,8600000US55412,55412,9407693,210276,7
32340,8600000US32340,32340,604487495,13051835,7
60402,8600000US60402,60402,13652658,144650,3
39083,8600000US39083,39083,853860617,2429728,7
35475,8600000US35475,35475,556825142,18624939,7
39086,8600000US39086,39086,408153780,1894088,7
30293,8600000US30293,30293,208501900,2778276,7
02650,8600000US02650,02650,3745051,725519,7
02672,8600000US02672,02672,1280229,118006,7
02726,8600000US02726,02726,14314214,3521161,7
02764,8600000US02764,02764,27437203,149027,7
01229,8600000US01229,01229,1897309,1745,7
20001,8600000US20001,20001,5655789,159593,7
07008,8600000US07008,07008,11525414,1508534,7
20625,8600000US20625,20625,1271451,263509,7
19717,8600000US19717,19717,481208,0,7
07027,8600000US07027,07027,1720230,0,7
16110,8600000US16110,16110,19499279,44613,7
11796,8600000US11796,11796,3527798,264557,7
11931,8600000US11931,11931,1173839,239390,7
16132,8600000US16132,16132,4577502,621004,7
11947,8600000US11947,11947,1683074,0,7
11955,8600000US11955,11955,7431419,589108,7
11962,8600000US11962,11962,14198091,4409723,7
16201,8600000US16201,16201,296949499,2612790,7
11975,8600000US11975,11975,7387813,3084061,7
12007,8600000US12007,12007,3140703,7059,7
18631,8600000US18631,18631,4445860,422624,7
14775,8600000US14775,14775,139958289,5652520,7
14788,8600000US14788,14788,545003,0,7
14808,8600000US14808,14808,8726850,0,7
14810,8600000US14810,14810,312861783,1054992,7
18657,8600000US18657,18657,319569288,9538745,7
18661,8600000US18661,18661,349685572,2371697,7
14841,8600000US14841,14841,50774715,0,7
18817,8600000US18817,18817,4768299,13189,7
18825,8600000US18825,18825,8575609,178139,7
39090,8600000US39090,39090,687387446,1992812,7
48240,8600000US48240,48240,9695518,0,7
48242,8600000US48242,48242,18054952,341236,7
39094,8600000US39094,39094,424361230,2811847,7
50578,8600000US50578,50578,192245765,85671,7
35501,8600000US35501,35501,129312329,1211699,7
41083,8600000US41083,41083,88897260,1475519,7
35503,8600000US35503,35503,206273288,5247470,7
46403,8600000US46403,46403,21441265,5607906,7
41093,8600000US41093,41093,281051753,1392550,7
48309,8600000US48309,48309,40030526,41084,7
32351,8600000US32351,32351,542510389,20013685,7
41099,8600000US41099,41099,597790,0,7
50593,8600000US50593,50593,480018,0,7
20036,8600000US20036,20036,862182,0,7
20240,8600000US20240,20240,31673,0,7
20317,8600000US20317,20317,1184849,5298,7
20510,8600000US20510,20510,30810,0,7
20560,8600000US20560,20560,51472,0,7
20701,8600000US20701,20701,3429317,6563,7
07062,8600000US07062,07062,4797694,9135,7
19902,8600000US19902,19902,945351,0,7
07065,8600000US07065,07065,10092298,341310,7
07073,8600000US07073,07073,9606235,888215,7
07079,8600000US07079,07079,7403467,6077,7
25048,8600000US25048,25048,68930,0,7
25057,8600000US25057,25057,2359041,287010,7
16238,8600000US16238,16238,240095,48952,7
16245,8600000US16245,16245,1536450,0,7
12040,8600000US12040,12040,3384006,0,7
16326,8600000US16326,16326,17696869,20225,7
12063,8600000US12063,12063,3690581,10502,7
16340,8600000US16340,16340,249424925,0,7
16343,8600000US16343,16343,12312621,1864661,7
16353,8600000US16353,16353,376399805,6306695,7
12108,8600000US12108,12108,366663775,18529292,7
18843,8600000US18843,18843,2270553,0,7
18848,8600000US18848,18848,274467819,6587583,7
18850,8600000US18850,18850,155895532,2053350,7
18853,8600000US18853,18853,265087145,6206850,7
18913,8600000US18913,18913,3808371,20385,7
18950,8600000US18950,18950,3009442,610340,7
18951,8600000US18951,18951,172538621,2682469,7
18977,8600000US18977,18977,13540802,1162321,7
19022,8600000US19022,19022,3408162,0,7
19025,8600000US19025,19025,7763445,0,7
19036,8600000US19036,19036,3959664,0,7
39111,8600000US39111,39111,361648057,116559,7
32399,8600000US32399,32399,646287,1624,7
48314,8600000US48314,48314,19963766,86817,7
39117,8600000US39117,39117,684281576,1372008,7
50603,8600000US50603,50603,122972014,0,7
46408,8600000US46408,46408,25261403,52849,7
39119,8600000US39119,39119,360594231,917548,7
41143,8600000US41143,41143,512258831,4498464,7
30326,8600000US30326,30326,1791715,0,7
41149,8600000US41149,41149,85889892,205428,7
39120,8600000US39120,39120,1232307780,66187445,7
39140,8600000US39140,39140,253597302,1683992,7
55434,8600000US55434,55434,23829852,163767,7
46508,8600000US46508,46508,2418861,338,7
20758,8600000US20758,20758,10435819,0,7
20762,8600000US20762,20762,15260563,6924,7
07111,8600000US07111,07111,7584431,5417,7
25162,8600000US25162,25162,714802,124726,7
25208,8600000US25208,25208,198026656,303434,7
25234,8600000US25234,25234,119672524,702072,7
07403,8600000US07403,07403,16456149,1105791,7
20812,8600000US20812,20812,496592,371050,7
25252,8600000US25252,25252,152185623,182728,7
19977,8600000US19977,19977,215294347,14459429,7
25259,8600000US25259,25259,98230813,0,7
16427,8600000US16427,16427,671497,0,7
12169,8600000US12169,12169,24662217,166025,7
12172,8600000US12172,12172,1144099,0,7
12190,8600000US12190,12190,457909247,4051724,7
16601,8600000US16601,16601,224050634,1074516,7
12204,8600000US12204,12204,10534315,861305,7
12222,8600000US12222,12222,1403591,15294,7
16633,8600000US16633,16633,875263,0,7
12307,8600000US12307,12307,1848631,11575,7
12401,8600000US12401,12401,151372403,3445002,7
12411,8600000US12411,12411,2427386,48057,7
19074,8600000US19074,19074,2012802,95825,7
19094,8600000US19094,19094,2077892,0,7
19095,8600000US19095,19095,5533177,0,7
19114,8600000US19114,19114,14502411,797895,7
19126,8600000US19126,19126,2959832,0,7
19145,8600000US19145,19145,12621727,902882,7
19316,8600000US19316,19316,2306880,12894,7
19372,8600000US19372,19372,1513178,3314,7
19373,8600000US19373,19373,10730210,38078,7
19405,8600000US19405,19405,1873570,153254,7
19435,8600000US19435,19435,2010172,0,7
39145,8600000US39145,39145,339995824,791932,7
50620,8600000US50620,50620,324589,0,7
30332,8600000US30332,30332,218051,0,7
30334,8600000US30334,30334,126610,0,7
48331,8600000US48331,48331,24055737,30025,7
32409,8600000US32409,32409,195896697,19240244,7
35572,8600000US35572,35572,193111617,7681585,7
55442,8600000US55442,55442,13702528,1263213,7
35574,8600000US35574,35574,261877175,117812,7
48336,8600000US48336,48336,23545184,0,7
35576,8600000US35576,35576,450703468,293878,7
41179,8600000US41179,41179,844556933,23257135,7
35578,8600000US35578,35578,309051899,1135665,7
50634,8600000US50634,50634,1007523,10728,7
30342,8600000US30342,30342,23162569,179991,7
39159,8600000US39159,39159,756956751,5819928,7
31090,8600000US31090,31090,372261411,8483069,7
36421,8600000US36421,36421,535900901,12652693,7
56335,8600000US56335,56335,1336224,0,7
47361,8600000US47361,47361,119787,0,7
60962,8600000US60962,60962,104710174,175442,7
36426,8600000US36426,36426,1258584220,12694318,7
36432,8600000US36432,36432,369588663,2147811,7
59201,8600000US59201,59201,3567370064,26659448,7
47367,8600000US47367,47367,1863806,0,7
60969,8600000US60969,60969,655728,0,7
47369,8600000US47369,47369,88830585,42461,7
63126,8600000US63126,63126,12031130,0,7
36445,8600000US36445,36445,398958850,1040579,7
36451,8600000US36451,36451,496703671,309200,7
59221,8600000US59221,59221,733246772,15561152,7
61363,8600000US61363,61363,1357892,0,7
58228,8600000US58228,58228,270810372,270504,7
63559,8600000US63559,63559,286164338,270137,7
57221,8600000US57221,57221,265938582,2593364,7
31634,8600000US31634,31634,704046163,35865778,7
58233,8600000US58233,58233,181909482,0,7
56633,8600000US56633,56633,570847603,223717744,7
31635,8600000US31635,31635,291646037,22488701,7
58235,8600000US58235,58235,227044778,0,7
63565,8600000US63565,63565,707702269,4792387,7
59644,8600000US59644,59644,1914142401,61323878,7
33306,8600000US33306,33306,2191192,27393,7
31636,8600000US31636,31636,511532403,14453405,7
37321,8600000US37321,37321,292528579,15409104,7
49717,8600000US49717,49717,2370777,0,7
61741,8600000US61741,61741,144768655,0,7
53211,8600000US53211,53211,10148228,1886790,7
33544,8600000US33544,33544,88809109,222066,7
22551,8600000US22551,22551,450195626,7596966,7
61750,8600000US61750,61750,3089791,0,7
51531,8600000US51531,51531,73952443,0,7
35960,8600000US35960,35960,370540369,45672236,7
42367,8600000US42367,42367,2754037,1173,7
42374,8600000US42374,42374,10427550,166136,7
56035,8600000US56035,56035,1537344,33005,7
35962,8600000US35962,35962,203836232,189535,7
60615,8600000US60615,60615,5730336,1663610,6
30668,8600000US30668,30668,413932231,21200887,7
42408,8600000US42408,42408,333174677,5365498,7
56043,8600000US56043,56043,52380014,8139,7
30669,8600000US30669,30669,322114760,1083456,7
56047,8600000US56047,56047,4369850,0,7
36454,8600000US36454,36454,3670635,18560,7
59223,8600000US59223,59223,575326597,64110025,7
31207,8600000US31207,31207,445445,0,7
49104,8600000US49104,49104,412372,0,7
59240,8600000US59240,59240,104518374,0,7
31213,8600000US31213,31213,26043,0,7
47381,8600000US47381,47381,776581,0,7
63133,8600000US63133,63133,7737232,0,7
49115,8600000US49115,49115,3459966,2805228,7
52595,8600000US52595,52595,1193986,0,7
36476,8600000US36476,36476,3142612,21779,7
31217,8600000US31217,31217,255622088,2977749,7
33029,8600000US33029,33029,45491818,5542808,7
52601,8600000US52601,52601,287163174,24862153,7
37087,8600000US37087,37087,430136389,18311674,7
36830,8600000US36830,36830,258345303,2815935,7
58239,8600000US58239,58239,235012698,5446300,7
57236,8600000US57236,57236,127005258,578219,7
27278,8600000US27278,27278,262637850,2234167,7
53031,8600000US53031,53031,23759,0,7
31639,8600000US31639,31639,570486240,6732725,7
36849,8600000US36849,36849,1003510,0,7
56647,8600000US56647,56647,208457014,17798643,7
36850,8600000US36850,36850,382608347,1368250,7
58244,8600000US58244,58244,148872774,34174,7
31642,8600000US31642,31642,471657774,10020692,7
57242,8600000US57242,57242,212134627,343558,7
56649,8600000US56649,56649,667291826,237278343,7
31643,8600000US31643,31643,680310361,5356433,7
37091,8600000US37091,37091,536390968,1843515,7
57790,8600000US57790,57790,1922575904,8122553,7
64112,8600000US64112,64112,3819180,0,7
61925,8600000US61925,61925,108193311,12675,7
53565,8600000US53565,53565,473638423,280095,7
58623,8600000US58623,58623,1508531668,7145280,7
69201,8600000US69201,69201,3196605860,56730910,7
69216,8600000US69216,69216,618580947,249232,7
27813,8600000US27813,27813,2873801,10166,7
49848,8600000US49848,49848,11088468,0,7
58601,8600000US58601,58601,1488403570,7236795,7
64117,8600000US64117,64117,15588835,614491,7
53573,8600000US53573,53573,282024483,1849845,7
27822,8600000US27822,27822,236880151,1506641,7
33710,8600000US33710,33710,20556552,3146572,7
61941,8600000US61941,61941,3541165,0,7
39534,8600000US39534,39534,4179782,9030,7
39540,8600000US39540,39540,11904088,1298455,7
48767,8600000US48767,48767,192811555,26881210,7
56060,8600000US56060,56060,84864241,215137,7
46957,8600000US46957,46957,1231656,0,7
46961,8600000US46961,46961,1254220,0,7
42437,8600000US42437,42437,449298242,23032483,7
51562,8600000US51562,51562,87844179,122621,7
60618,8600000US60618,60618,13107752,0,2
46967,8600000US46967,46967,240011,0,7
30705,8600000US30705,30705,616784215,5568749,7
59255,8600000US59255,59255,1735133336,16208082,7
31304,8600000US31304,31304,5895320,977894,7
52624,8600000US52624,52624,1656465,0,7
56369,8600000US56369,56369,2430741,0,7
31308,8600000US31308,31308,222285838,2745535,7
36502,8600000US36502,36502,850061579,4630649,7
63140,8600000US63140,63140,1303666,0,7
31312,8600000US31312,31312,413129707,2350065,7
49201,8600000US49201,49201,395316223,12852939,7
63143,8600000US63143,63143,5104705,1464,7
59270,8600000US59270,59270,2493895338,21871893,7
59276,8600000US59276,59276,291028592,141904,7
47405,8600000US47405,47405,1217508,0,7
33034,8600000US33034,33034,723689376,63620066,7
47420,8600000US47420,47420,579823,0,7
36853,8600000US36853,36853,469942152,48440503,7
61411,8600000US61411,61411,98046488,42515,7
31698,8600000US31698,31698,217408,0,7
47848,8600000US47848,47848,43671873,1223746,7
33314,8600000US33314,33314,21524869,1101497,7
47853,8600000US47853,47853,111905,0,7
36860,8600000US36860,36860,394211344,906374,7
61419,8600000US61419,61419,1384625,0,7
47857,8600000US47857,47857,1330556,0,7
59703,8600000US59703,59703,2321650,0,7
53047,8600000US53047,53047,422653,0,7
29138,8600000US29138,29138,572853935,5821911,7
56668,8600000US56668,56668,402634,5737,7
22553,8600000US22553,22553,115591048,3206465,7
39845,8600000US39845,39845,503622202,50848122,7
27546,8600000US27546,27546,320586595,5328078,7
49721,8600000US49721,49721,669812705,95164647,7
33559,8600000US33559,33559,32713971,788864,7
27549,8600000US27549,27549,625306502,4230528,7
59872,8600000US59872,59872,1236052505,4940540,7
39862,8600000US39862,39862,382652693,5457602,7
57552,8600000US57552,57552,2643849555,19625408,7
43406,8600000US43406,43406,49556288,5760,7
59873,8600000US59873,59873,1959271882,11124479,7
43408,8600000US43408,43408,1696866,0,7
37330,8600000US37330,37330,93240329,15829724,7
29409,8600000US29409,29409,166971,0,7
59874,8600000US59874,59874,919740223,19091835,7
63967,8600000US63967,63967,294066372,10726090,7
42445,8600000US42445,42445,686337538,6739383,7
35990,8600000US35990,35990,198483,0,7
36005,8600000US36005,36005,365158727,302011,7
48813,8600000US48813,48813,439792360,1332284,7
32735,8600000US32735,32735,9815803,3185978,7
36009,8600000US36009,36009,388900658,1518407,7
39571,8600000US39571,39571,220278808,10700700,7
39572,8600000US39572,39572,27905243,1156017,7
39573,8600000US39573,39573,1028123243,8153233,7
36022,8600000US36022,36022,235110886,8147797,7
46987,8600000US46987,46987,1415971,8892,7
39576,8600000US39576,39576,16817094,88958,7
63155,8600000US63155,63155,57711,0,7
36521,8600000US36521,36521,374193672,1193691,7
47421,8600000US47421,47421,473261662,3656563,7
52644,8600000US52644,52644,111080445,0,7
59311,8600000US59311,59311,2630517358,7691311,7
47424,8600000US47424,47424,477295960,2860591,7
61059,8600000US61059,61059,4311644,0,7
49227,8600000US49227,49227,66176610,320909,7
36524,8600000US36524,36524,433118182,4441418,7
59318,8600000US59318,59318,1329003369,69112737,7
59322,8600000US59322,59322,1419618981,1436913,7
31327,8600000US31327,31327,99422672,34506300,7
52701,8600000US52701,52701,1643827,0,7
59324,8600000US59324,59324,4157041449,6846038,7
58262,8600000US58262,58262,46327168,0,7
47869,8600000US47869,47869,281059,0,7
47871,8600000US47871,47871,214001,0,7
36862,8600000US36862,36862,620716724,2455673,7
29148,8600000US29148,29148,269444504,188576076,7
61424,8600000US61424,61424,1891796,0,7
43111,8600000US43111,43111,1041944,5834,7
56676,8600000US56676,56676,528544959,24028354,7
57269,8600000US57269,57269,261488936,814002,7
61433,8600000US61433,61433,2747558,181420,7
59711,8600000US59711,59711,1597569023,19472194,7
63640,8600000US63640,63640,539555489,2026211,7
27295,8600000US27295,27295,330452855,2524101,7
37110,8600000US37110,37110,957358504,778448,7
33322,8600000US33322,33322,14084823,708116,7
43117,8600000US43117,43117,50516,0,7
22580,8600000US22580,22580,232526526,2201035,7
49733,8600000US49733,49733,327389475,3363288,7
57567,8600000US57567,57567,2528683250,17008976,7
27565,8600000US27565,27565,858162775,2445277,7
33572,8600000US33572,33572,40712159,7606601,7
64016,8600000US64016,64016,84191979,7094,7
22602,8600000US22602,22602,285544538,1113830,7
59901,8600000US59901,59901,1170945273,32830707,7
61775,8600000US61775,61775,89741479,83333,7
43434,8600000US43434,43434,54927,0,7
43439,8600000US43439,43439,143256,0,7
58505,8600000US58505,58505,581761,0,7
53227,8600000US53227,53227,13185485,30353,7
59911,8600000US59911,59911,1016316512,104009572,7
42503,8600000US42503,42503,334942667,10396291,7
30728,8600000US30728,30728,449542545,980601,7
60622,8600000US60622,60622,6359011,35154,1
36027,8600000US36027,36027,748120801,51163247,7
36028,8600000US36028,36028,333798167,3721705,7
36031,8600000US36031,36031,26835551,130386,7
36032,8600000US36032,36032,287753345,738892,7
42544,8600000US42544,42544,377227228,39779520,7
60623,8600000US60623,60623,13872579,253947,1
30738,8600000US30738,30738,222817831,255762,7
51656,8600000US51656,51656,438077,0,7
46998,8600000US46998,46998,211531,0,7
32764,8600000US32764,32764,234920445,14975884,7
56111,8600000US56111,56111,129874170,9696,7
36040,8600000US36040,36040,401179615,3150447,7
39638,8600000US39638,39638,455779696,894159,7
56435,8600000US56435,56435,414769899,40100079,7
56436,8600000US56436,56436,1685560,46876,7
59327,8600000US59327,59327,5482890058,24754370,7
33056,8600000US33056,33056,15706629,692080,7
52728,8600000US52728,52728,4124978,1747597,7
47448,8600000US47448,47448,510122539,7208470,7
59332,8600000US59332,59332,1555488679,4670971,7
49246,8600000US49246,49246,88519332,3571919,7
47457,8600000US47457,47457,1492654,0,7
47458,8600000US47458,47458,38770,0,7
56448,8600000US56448,56448,69695239,8807322,7
63645,8600000US63645,63645,986177714,6208046,7
59714,8600000US59714,59714,1152670199,2756440,7
31714,8600000US31714,31714,486272047,6512142,7
47901,8600000US47901,47901,1534916,54928,7
49506,8600000US49506,49506,18864720,1410850,7
36871,8600000US36871,36871,381732731,1564644,7
36874,8600000US36874,36874,288482672,4497735,7
53069,8600000US53069,53069,1004732,692756,7
29154,8600000US29154,29154,205711492,2424415,7
49508,8600000US49508,49508,31230048,57902,7
49509,8600000US49509,49509,18759523,52379,7
31730,8600000US31730,31730,654839986,1119239,7
29423,8600000US29423,29423,103113,0,7
29424,8600000US29424,29424,47840,0,7
49738,8600000US49738,49738,760411142,14935001,7
59912,8600000US59912,59912,363188384,6137974,7
37350,8600000US37350,37350,3755607,0,7
58523,8600000US58523,58523,677769151,38685357,7
64030,8600000US64030,64030,38117431,143449,7
61814,8600000US61814,61814,55782957,0,7
53404,8600000US53404,53404,11538542,435909,7
57601,8600000US57601,57601,539350352,36465308,7
43463,8600000US43463,43463,19415,0,7
27587,8600000US27587,27587,271365372,13614220,7
49746,8600000US49746,49746,548420460,33038255,7
59919,8600000US59919,59919,2459945636,8638644,7
27589,8600000US27589,27589,449732614,1135112,7
36043,8600000US36043,36043,266402637,4076454,7
42633,8600000US42633,42633,1126465589,50369971,7
42638,8600000US42638,42638,3312940,50280,7
30751,8600000US30751,30751,1472232,0,7
36049,8600000US36049,36049,413964144,1699948,7
42642,8600000US42642,42642,362114977,9725536,7
52033,8600000US52033,52033,252635794,0,7
36053,8600000US36053,36053,752654917,989315,7
42647,8600000US42647,42647,360478810,2797832,7
56131,8600000US56131,56131,420529199,10216332,7
39652,8600000US39652,39652,457822843,749117,7
48852,8600000US48852,48852,1089127,0,7
42701,8600000US42701,42701,410868179,4453601,7
42712,8600000US42712,42712,135999693,958036,7
39653,8600000US39653,39653,568208277,6607296,7
47464,8600000US47464,47464,280830,0,7
52749,8600000US52749,52749,5218216,0,7
49263,8600000US49263,49263,259466,1153,7
33068,8600000US33068,33068,15420293,100189,7
52753,8600000US52753,52753,64509273,4013246,7
52757,8600000US52757,52757,3069922,0,7
36545,8600000US36545,36545,1029780001,24495295,7
33071,8600000US33071,33071,19930853,193545,7
59404,8600000US59404,59404,936526191,9625573,7
33076,8600000US33076,33076,32030795,557240,7
63361,8600000US63361,63361,411587843,2943234,7
36555,8600000US36555,36555,2183808,143666,7
58301,8600000US58301,58301,629454559,187469342,7
36907,8600000US36907,36907,322848069,352811,7
33334,8600000US33334,33334,12397148,77108,7
29161,8600000US29161,29161,348682529,457464,7
33351,8600000US33351,33351,14343440,1092439,7
56721,8600000US56721,56721,488475981,1219532,7
63665,8600000US63665,63665,179142045,1295459,7
33401,8600000US33401,33401,13816586,3625924,7
37132,8600000US37132,37132,1315278,0,7
47916,8600000US47916,47916,160082,0,7
29168,8600000US29168,29168,294615580,4860419,7
59720,8600000US59720,59720,943155826,9230364,7
57315,8600000US57315,57315,312659583,1071837,7
63670,8600000US63670,63670,670469906,10155759,7
33404,8600000US33404,33404,19892514,5707677,7
59721,8600000US59721,59721,666611962,955334,7
59920,8600000US59920,59920,467142771,5979728,7
43501,8600000US43501,43501,62578565,192972,7
64040,8600000US64040,64040,443881849,2068114,7
49749,8600000US49749,49749,188236592,36490637,7
53504,8600000US53504,53504,236310658,2052068,7
43505,8600000US43505,43505,253921,0,7
27597,8600000US27597,27597,317622315,2134971,7
57639,8600000US57639,57639,53483336,1761787,7
59923,8600000US59923,59923,3546580413,17846555,7
49756,8600000US49756,49756,423565292,13560046,7
57650,8600000US57650,57650,168010983,338203,7
29440,8600000US29440,29440,1354233603,131933811,7
57652,8600000US57652,57652,1146269975,101778076,7
47035,8600000US47035,47035,791449,0,7
48857,8600000US48857,48857,59379446,1538273,7
60629,8600000US60629,60629,17616871,161565,6
36078,8600000US36078,36078,446318244,15036228,7
42718,8600000US42718,42718,653888796,14816078,7
60630,8600000US60630,60630,12365733,3028,2
42721,8600000US42721,42721,377406565,3097103,7
47104,8600000US47104,47104,492736,26896,7
30821,8600000US30821,30821,267786287,1793540,7
36082,8600000US36082,36082,987316,0,7
56158,8600000US56158,56158,105966391,11721,7
52761,8600000US52761,52761,458486857,24486754,7
59405,8600000US59405,59405,1051063578,7499482,7
56469,8600000US56469,56469,708522660,18796143,7
59411,8600000US59411,59411,619454400,18668345,7
49288,8600000US49288,49288,97739974,133971,7
52773,8600000US52773,52773,145770770,67039,7
56470,8600000US56470,56470,1012550260,95026484,7
33131,8600000US33131,33131,1048262,2224802,7
52801,8600000US52801,52801,939341,420563,7
31503,8600000US31503,31503,858713930,13246616,7
63370,8600000US63370,63370,620954,2792,7
47542,8600000US47542,47542,210712170,2733746,7
61104,8600000US61104,61104,11681887,147624,7
31750,8600000US31750,31750,729249055,12569528,7
58325,8600000US58325,58325,277867140,36314357,7
47924,8600000US47924,47924,203476,0,7
61475,8600000US61475,61475,76414053,0,7
33407,8600000US33407,33407,26139168,2530976,7
37144,8600000US37144,37144,337512827,0,7
29178,8600000US29178,29178,379194176,1251041,7
61482,8600000US61482,61482,143250508,424432,7
43140,8600000US43140,43140,575475423,1820510,7
43142,8600000US43142,43142,202223,0,7
29180,8600000US29180,29180,789924471,11530034,7
37148,8600000US37148,37148,353965697,471931,7
58541,8600000US58541,58541,479039642,69006619,7
59927,8600000US59927,59927,615248153,6426254,7
59928,8600000US59928,59928,1553919345,16139884,7
61832,8600000US61832,61832,67130114,2965809,7
22711,8600000US22711,22711,5977554,3385,7
64063,8600000US64063,64063,16222905,0,7
61839,8600000US61839,61839,86254119,0,7
58545,8600000US58545,58545,798058496,63232209,7
57702,8600000US57702,57702,756286457,5213832,7
29450,8600000US29450,29450,374079160,5336611,7
29452,8600000US29452,29452,149228457,15509570,7
37375,8600000US37375,37375,169834090,882826,7
61843,8600000US61843,61843,98373650,405882,7
42728,8600000US42728,42728,828292570,24679863,7
39669,8600000US39669,39669,1105552898,23165935,7
48870,8600000US48870,48870,153209,0,7
32798,8600000US32798,32798,7992863,432483,7
36089,8600000US36089,36089,851832086,4065927,7
36091,8600000US36091,36091,211857081,4253816,7
42748,8600000US42748,42748,341028380,3466140,7
56167,8600000US56167,56167,131864462,6157347,7
42749,8600000US42749,42749,236226129,2805007,7
36092,8600000US36092,36092,338772111,12990677,7
36093,8600000US36093,36093,211125344,4874248,7
60634,8600000US60634,60634,18422019,24085,3
42765,8600000US42765,42765,305072148,2811046,7
30903,8600000US30903,30903,439879,0,7
47129,8600000US47129,47129,24381478,548737,7
47546,8600000US47546,47546,320638121,6120952,7
56744,8600000US56744,56744,265573246,4989937,7
43002,8600000US43002,43002,2594538,5430,7
57660,8600000US57660,57660,731508283,1180573,7
29003,8600000US29003,29003,364953629,2962904,7
43004,8600000US43004,43004,33507646,511233,7
33141,8600000US33141,33141,5997659,13350944,7
