ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,group
14889,8600000US14889,14889,116419404,331477,7
13144,8600000US13144,13144,99528003,1868541,7
72065,8600000US72065,72065,148205535,3894434,7
72933,8600000US72933,72933,295420573,1572430,7
85135,8600000US85135,85135,1141752,4026,7
47537,8600000US47537,47537,41352763,265772,7
46161,8600000US46161,46161,94211977,491855,7
46070,8600000US46070,46070,117567656,33467,7
46938,8600000US46938,46938,80170893,96696,7
46017,8600000US46017,46017,44795630,69634,7
71411,8600000US71411,71411,174122764,24331162,7
70732,8600000US70732,70732,108591013,234330,7
20882,8600000US20882,20882,99985590,427611,7
64471,8600000US64471,64471,108378786,594646,7
63088,8600000US63088,63088,15461553,780916,7
64133,8600000US64133,64133,43126497,234135,7
65065,8600000US65065,65065,40509622,14388841,7
33470,8600000US33470,33470,203082908,307238,7
33138,8600000US33138,33138,10921671,5773826,7
33176,8600000US33176,33176,31768271,943203,7
33890,8600000US33890,33890,625474611,64508,7
46990,8600000US46990,46990,78004168,94670,7
46701,8600000US46701,46701,249772799,4645730,7
47989,8600000US47989,47989,108908440,1378299,7
50225,8600000US50225,50225,216067876,1181671,7
20783,8600000US20783,20783,14578045,25155,7
21521,8600000US21521,21521,60100187,55179,7
21810,8600000US21810,21810,25003384,289819,7
21653,8600000US21653,21653,450131,123701,7
21904,8600000US21904,21904,61604085,6535325,7
65725,8600000US65725,65725,85862163,361769,7
63044,8600000US63044,63044,39195912,1856802,7
13736,8600000US13736,13736,157116321,95687,7
32505,8600000US32505,32505,35100790,829100,7
33713,8600000US33713,33713,16973899,313566,7
32044,8600000US32044,32044,60371344,3362133,7
32086,8600000US32086,32086,170473203,15277079,7
31401,8600000US31401,31401,12391655,1241200,7
51601,8600000US51601,51601,276049820,292769,7
50148,8600000US50148,50148,51098072,0,7
50229,8600000US50229,50229,105357483,259170,7
52330,8600000US52330,52330,123160953,0,7
04765,8600000US04765,04765,1480482150,59081628,7
20850,8600000US20850,20850,36482670,196746,7
04238,8600000US04238,04238,58034586,342224,7
04292,8600000US04292,04292,114760284,1547686,7
65043,8600000US65043,65043,135702442,1966256,7
65757,8600000US65757,65757,213180422,340437,7
64052,8600000US64052,64052,16865361,0,7
30345,8600000US30345,30345,18432929,215322,7
31005,8600000US31005,31005,49775712,1012883,7
31028,8600000US31028,31028,9214448,47581,7
51338,8600000US51338,51338,188586389,713539,7
52342,8600000US52342,52342,232382333,297337,7
50072,8600000US50072,50072,228440755,450129,7
04415,8600000US04415,04415,4097988,113125,7
04265,8600000US04265,04265,18292941,2450664,7
04776,8600000US04776,04776,221515474,2581310,7
04029,8600000US04029,04029,85119107,5229498,7
63452,8600000US63452,63452,248617772,353176,7
64489,8600000US64489,64489,324002252,25166,7
65788,8600000US65788,65788,56760386,30295,7
30116,8600000US30116,30116,264814331,3521183,7
50051,8600000US50051,50051,66182743,390346,7
50548,8600000US50548,50548,321533390,1931824,7
52035,8600000US52035,52035,139017835,10395,7
50835,8600000US50835,50835,43864480,130302,7
04263,8600000US04263,04263,103735413,8701809,7
01104,8600000US01104,01104,13509553,212850,7
21756,8600000US21756,21756,54100403,28102,7
01752,8600000US01752,01752,54041930,3200311,7
01748,8600000US01748,01748,68016796,4215051,7
02333,8600000US02333,02333,44570840,842755,7
65023,8600000US65023,65023,139325840,2225659,7
03740,8600000US03740,03740,88787515,1097511,7
68454,8600000US68454,68454,142889004,0,7
03055,8600000US03055,03055,64379098,148030,7
31768,8600000US31768,31768,391225423,8898780,7
30340,8600000US30340,30340,22044615,41474,7
30021,8600000US30021,30021,9160344,40492,7
52208,8600000US52208,52208,150288083,441336,7
51105,8600000US51105,51105,15751177,74339,7
50149,8600000US50149,50149,213331159,118531,7
52077,8600000US52077,52077,83704998,24155,7
48506,8600000US48506,48506,48995589,2188565,7
49727,8600000US49727,49727,334371137,27002838,7
02124,8600000US02124,02124,7777060,186126,7
49814,8600000US49814,49814,600920235,22683087,7
89448,8600000US89448,89448,31812838,914591,7
03826,8600000US03826,03826,7366669,5519,7
89166,8600000US89166,89166,500268953,0,7
03238,8600000US03238,03238,7187877,118847,7
03269,8600000US03269,03269,123301259,5567339,7
30093,8600000US30093,30093,30898038,506719,7
83642,8600000US83642,83642,106348770,247298,7
67072,8600000US67072,67072,308820555,1509199,7
51357,8600000US51357,51357,108590744,0,7
50007,8600000US50007,50007,13778007,0,7
50528,8600000US50528,50528,191696765,0,7
66608,8600000US66608,66608,12110524,1004074,7
66873,8600000US66873,66873,220935100,671574,7
48415,8600000US48415,48415,169210520,370101,7
02478,8600000US02478,02478,12035133,185784,7
02188,8600000US02188,02188,9632558,378901,7
48126,8600000US48126,48126,25386267,240192,7
03890,8600000US03890,03890,11857669,153593,7
68628,8600000US68628,68628,277333723,8725668,7
07901,8600000US07901,07901,16392298,133277,7
03448,8600000US03448,03448,50385610,69497,7
03262,8600000US03262,03262,147467679,1165558,7
07501,8600000US07501,07501,4780050,103494,7
83283,8600000US83283,83283,148628394,2078882,7
67752,8600000US67752,67752,746496540,60600,7
67632,8600000US67632,67632,133408671,46686,7
67351,8600000US67351,67351,110573090,185570,7
67466,8600000US67466,67466,384820947,330060,7
49203,8600000US49203,49203,68030386,2239094,7
48464,8600000US48464,48464,47959863,1968280,7
49680,8600000US49680,49680,134971389,879089,7
08533,8600000US08533,08533,48349753,525779,7
03268,8600000US03268,03268,79092133,363032,7
69122,8600000US69122,69122,491320189,2022969,7
68640,8600000US68640,68640,320022269,2503757,7
88022,8600000US88022,88022,30352632,11164,7
62226,8600000US62226,62226,36080435,690200,7
67013,8600000US67013,67013,203741735,1368515,7
66616,8600000US66616,66616,15589733,1299516,7
67483,8600000US67483,67483,214336148,472421,7
67206,8600000US67206,67206,26614091,334789,7
40502,8600000US40502,40502,18651868,700248,7
40209,8600000US40209,40209,6948840,9707,7
48872,8600000US48872,48872,145837139,4248520,7
49284,8600000US49284,49284,137913423,1747550,7
48637,8600000US48637,48637,188537802,134390,7
87044,8600000US87044,87044,36459568,0,7
88002,8600000US88002,88002,465279916,4351,7
87513,8600000US87513,87513,86118887,0,7
60481,8600000US60481,60481,284920543,12456622,7
60048,8600000US60048,60048,71274156,1806457,4
83813,8600000US83813,83813,117954308,3299048,7
40508,8600000US40508,40508,11038603,0,7
42214,8600000US42214,42214,50312711,671676,7
41094,8600000US41094,41094,116806676,745892,7
49752,8600000US49752,49752,66382320,770598,7
55113,8600000US55113,55113,38650164,2197318,7
55077,8600000US55077,55077,48395961,2046957,7
56209,8600000US56209,56209,253278096,20926299,7
55123,8600000US55123,55123,28463533,2506831,7
87049,8600000US87049,87049,164151517,353153,7
07016,8600000US07016,07016,12508668,100262,7
07826,8600000US07826,07826,134971418,3409888,7
87072,8600000US87072,87072,57069239,219864,7
62897,8600000US62897,62897,32285482,2996958,7
60083,8600000US60083,60083,68464860,1049564,7
60107,8600000US60107,60107,20647298,86801,3
60077,8600000US60077,60077,10428183,0,3
83209,8600000US83209,83209,1717137,0,7
42274,8600000US42274,42274,97669480,509457,7
66415,8600000US66415,66415,245262159,1941722,7
67626,8600000US67626,67626,239748607,747910,7
56041,8600000US56041,56041,178242878,10278966,7
56737,8600000US56737,56737,495415489,34606836,7
56511,8600000US56511,56511,167875591,16923442,7
56022,8600000US56022,56022,247844,0,7
55301,8600000US55301,55301,26327357,748622,7
49032,8600000US49032,49032,95310656,1552527,7
80733,8600000US80733,80733,81847801,7025967,7
80007,8600000US80007,80007,66538325,1633556,7
81233,8600000US81233,81233,228112488,105535,7
60440,8600000US60440,60440,41640486,484472,5
60609,8600000US60609,60609,20092660,49424,6
61240,8600000US61240,61240,95382731,971920,7
60449,8600000US60449,60449,125856321,167099,7
60922,8600000US60922,60922,137686222,503011,7
67352,8600000US67352,67352,275892790,3142987,7
42051,8600000US42051,42051,145367311,1456982,7
49815,8600000US49815,49815,304059223,5239515,7
56291,8600000US56291,56291,174812785,409643,7
55019,8600000US55019,55019,52395857,168959,7
56255,8600000US56255,56255,103516530,245254,7
81125,8600000US81125,81125,697618427,1824692,7
81242,8600000US81242,81242,5740091,0,7
80648,8600000US80648,80648,398420958,82433,7
06333,8600000US06333,06333,60780436,1585689,7
06331,8600000US06331,06331,103468833,683775,7
60468,8600000US60468,60468,187163538,175442,7
60195,8600000US60195,60195,5113410,0,3
61764,8600000US61764,61764,422653347,1329795,7
41831,8600000US41831,41831,26023848,7269,7
40847,8600000US40847,40847,2492147,0,7
41260,8600000US41260,41260,6586783,39146,7
41360,8600000US41360,41360,44169123,237235,7
70090,8600000US70090,70090,128862220,1301878,7
55366,8600000US55366,55366,1757331,0,7
55414,8600000US55414,55414,8764608,433948,7
56540,8600000US56540,56540,490319812,8003388,7
55049,8600000US55049,55049,124307863,185183,7
56547,8600000US56547,56547,402022712,335183,7
06365,8600000US06365,06365,79848171,2360639,7
06457,8600000US06457,06457,106235818,3488240,7
06037,8600000US06037,06037,65798365,1676413,7
06778,8600000US06778,06778,18374279,91229,7
06416,8600000US06416,06416,30070610,1291348,7
80520,8600000US80520,80520,1043745,0,7
62640,8600000US62640,62640,197681188,2440844,7
61739,8600000US61739,61739,253032594,752968,7
62613,8600000US62613,62613,169349267,307180,7
61311,8600000US61311,61311,40351054,0,7
70070,8600000US70070,70070,239464308,50068529,7
71105,8600000US71105,71105,24003956,1813886,7
70403,8600000US70403,70403,111263779,560437,7
55968,8600000US55968,55968,4099945,660,7
55738,8600000US55738,55738,281419230,4039860,7
56297,8600000US56297,56297,170771539,3871497,7
39216,8600000US39216,39216,8767738,399471,7
38772,8600000US38772,38772,37729434,275066,7
34711,8600000US34711,34711,108356071,54958925,7
33511,8600000US33511,33511,41148546,2265989,7
32438,8600000US32438,32438,162756833,964947,7
20418,8600000US20418,20418,29418,0,7
62666,8600000US62666,62666,78077581,128866,7
61545,8600000US61545,61545,78964746,0,7
62556,8600000US62556,62556,55577400,19975,7
46048,8600000US46048,46048,3502218,0,7
47521,8600000US47521,47521,48822955,8280065,7
70442,8600000US70442,70442,17606761,27030,7
70772,8600000US70772,70772,36597648,0,7
71233,8600000US71233,71233,1629716,0,7
04290,8600000US04290,04290,120887167,2392221,7
70760,8600000US70760,70760,84620438,15233927,7
38761,8600000US38761,38761,131957056,6148755,7
38826,8600000US38826,38826,80753633,1427600,7
32806,8600000US32806,32806,17251197,2132937,7
33853,8600000US33853,33853,21132835,2673770,7
33330,8600000US33330,33330,26580823,84109,7
06231,8600000US06231,06231,41181072,477283,7
06782,8600000US06782,06782,19459921,632978,7
06109,8600000US06109,06109,31862561,2071375,7
46340,8600000US46340,46340,85241706,341919,7
46140,8600000US46140,46140,438941516,1768963,7
46835,8600000US46835,46835,54846144,6481,7
46225,8600000US46225,46225,10457054,285434,7
46051,8600000US46051,46051,40986596,0,7
71472,8600000US71472,71472,51035615,772,7
04912,8600000US04912,04912,154367026,1033337,7
70049,8600000US70049,70049,46933272,324337,7
04984,8600000US04984,04984,61096105,590900,7
38858,8600000US38858,38858,328238027,1405526,7
65250,8600000US65250,65250,139664860,5369749,7
65803,8600000US65803,65803,240761337,4097693,7
78245,8600000US78245,78245,86041279,275308,7
76882,8600000US76882,76882,361983944,442985,7
79121,8600000US79121,79121,4785476,0,7
64653,8600000US64653,64653,239196673,2212320,7
68635,8600000US68635,68635,141824721,772193,7
64840,8600000US64840,64840,131824548,269152,7
11357,8600000US11357,11357,7254746,0,7
74033,8600000US74033,74033,30831168,0,7
44627,8600000US44627,44627,120303646,233217,7
73159,8600000US73159,73159,31717776,191164,7
43905,8600000US43905,43905,1001495,15969,7
44515,8600000US44515,44515,49670067,4117233,7
02911,8600000US02911,02911,6426882,115972,7
17853,8600000US17853,17853,109538086,303729,7
77703,8600000US77703,77703,34270139,1952071,7
78539,8600000US78539,78539,34025653,156205,7
75439,8600000US75439,75439,36026746,127655,7
63623,8600000US63623,63623,260887251,74723,7
65534,8600000US65534,65534,106029284,336136,7
74881,8600000US74881,74881,399879156,2402844,7
43773,8600000US43773,43773,273822113,5842668,7
15066,8600000US15066,15066,56026773,422206,7
15086,8600000US15086,15086,4216595,0,7
02908,8600000US02908,02908,8186040,664,7
16725,8600000US16725,16725,1133071,19328,7
29684,8600000US29684,29684,145572003,11295964,7
76629,8600000US76629,76629,366563309,5035340,7
27258,8600000US27258,27258,44194620,591240,7
27582,8600000US27582,27582,8233276,17604,7
73501,8600000US73501,73501,303899582,1128842,7
74855,8600000US74855,74855,277497283,4798157,7
74130,8600000US74130,74130,10518881,37440,7
73669,8600000US73669,73669,356576251,342073,7
16114,8600000US16114,16114,26285243,425903,7
29301,8600000US29301,29301,70925477,536032,7
15213,8600000US15213,15213,5519158,0,7
16036,8600000US16036,16036,5784807,1194319,7
17361,8600000US17361,17361,8081114,0,7
15421,8600000US15421,15421,561967,0,7
77363,8600000US77363,77363,179552815,1446926,7
78836,8600000US78836,78836,550044257,2042996,7
27406,8600000US27406,27406,179810639,2036864,7
27101,8600000US27101,27101,33061699,765160,7
73559,8600000US73559,73559,271308836,9067575,7
43506,8600000US43506,43506,263290965,864372,7
73624,8600000US73624,73624,26189474,61834,7
45214,8600000US45214,45214,5891637,11415,7
16656,8600000US16656,16656,74273414,406520,7
02894,8600000US02894,02894,11226915,297588,7
15655,8600000US15655,15655,33374771,22763,7
29142,8600000US29142,29142,133857102,16878860,7
78608,8600000US78608,78608,99776749,365001,7
79084,8600000US79084,79084,1385901119,318369,7
28311,8600000US28311,28311,97171081,1313739,7
13480,8600000US13480,13480,139209430,464777,7
43013,8600000US43013,43013,49779648,111591,7
74549,8600000US74549,74549,99678234,506329,7
97303,8600000US97303,97303,64590068,1710536,7
18473,8600000US18473,18473,3226014,90515,7
18403,8600000US18403,18403,61618403,36143,7
29696,8600000US29696,29696,60172111,3248646,7
18626,8600000US18626,18626,66247764,618232,7
57110,8600000US57110,57110,52606849,408635,7
76460,8600000US76460,76460,242813474,1336599,7
77442,8600000US77442,77442,499670979,5976232,7
38348,8600000US38348,38348,131840614,60129,7
28438,8600000US28438,28438,121187425,307380,7
12922,8600000US12922,12922,113875935,3637443,7
74457,8600000US74457,74457,183306543,1130221,7
17866,8600000US17866,17866,64989390,245623,7
18974,8600000US18974,18974,49403210,264724,7
37220,8600000US37220,37220,19285213,302117,7
29042,8600000US29042,29042,169266819,1776014,7
29435,8600000US29435,29435,177963873,84151,7
38034,8600000US38034,38034,260520851,103075,7
24441,8600000US24441,24441,114374553,1075830,7
23233,8600000US23233,23233,31981994,374752,7
22003,8600000US22003,22003,32219758,136737,7
13734,8600000US13734,13734,93811940,1411044,7
12155,8600000US12155,12155,147389185,343496,7
97707,8600000US97707,97707,151292176,582917,7
15101,8600000US15101,15101,52336336,269432,7
29843,8600000US29843,29843,165327418,726176,7
38028,8600000US38028,38028,149756380,531791,7
37694,8600000US37694,37694,33702923,297302,7
84752,8600000US84752,84752,85485405,4010744,7
22043,8600000US22043,22043,12349629,15689,7
20155,8600000US20155,20155,74955474,2399206,7
14782,8600000US14782,14782,142328441,60703,7
12071,8600000US12071,12071,23912246,0,7
97357,8600000US97357,97357,42410028,25149,7
97461,8600000US97461,97461,109568776,32211,7
15779,8600000US15779,15779,20486345,311103,7
57002,8600000US57002,57002,153994273,0,7
37843,8600000US37843,37843,134532448,632882,7
38570,8600000US38570,38570,276719342,227535,7
57541,8600000US57541,57541,307033258,2450777,7
22060,8600000US22060,22060,33730583,4564993,7
24149,8600000US24149,24149,137598534,1034064,7
14469,8600000US14469,14469,170823224,198566,7
27556,8600000US27556,27556,4957840,0,7
28104,8600000US28104,28104,75708375,871793,7
15679,8600000US15679,15679,60879857,123499,7
15909,8600000US15909,15909,44494660,216599,7
15116,8600000US15116,15116,20932422,0,7
38259,8600000US38259,38259,72297071,376301,7
37701,8600000US37701,37701,27293394,28530,7
57257,8600000US57257,57257,191872010,1303113,7
15208,8600000US15208,15208,4167292,0,7
16829,8600000US16829,16829,83493720,8548,7
81503,8600000US81503,81503,90872084,1090566,7
11374,8600000US11374,11374,2429937,0,7
14004,8600000US14004,14004,124137303,861299,7
28676,8600000US28676,28676,74045312,358859,7
27986,8600000US27986,27986,40004003,2952091,7
58458,8600000US58458,58458,493652359,4701290,7
15025,8600000US15025,15025,42881243,1259011,7
19533,8600000US19533,19533,46407176,639880,7
17505,8600000US17505,17505,17870791,251462,7
19139,8600000US19139,19139,4584292,4017,7
16662,8600000US16662,16662,153031061,13716,7
16105,8600000US16105,16105,71042474,748111,7
13074,8600000US13074,13074,109972758,443363,7
14466,8600000US14466,14466,44610413,0,7
10467,8600000US10467,10467,6059916,0,7
13665,8600000US13665,13665,112287414,525833,7
43081,8600000US43081,43081,63892662,2925749,7
58345,8600000US58345,58345,355353559,11330813,7
27242,8600000US27242,27242,139709048,633304,7
18446,8600000US18446,18446,131489500,1730261,7
15490,8600000US15490,15490,24869943,0,7
18705,8600000US18705,18705,14136984,163995,7
15540,8600000US15540,15540,93226359,1546112,7
16022,8600000US16022,16022,2079663,0,7
19044,8600000US19044,19044,21009430,0,7
15482,8600000US15482,15482,2990720,44428,7
15538,8600000US15538,15538,192681361,18826,7
11510,8600000US11510,11510,10998585,1440338,7
12864,8600000US12864,12864,544243,0,7
13864,8600000US13864,13864,69024422,14637,7
11208,8600000US11208,11208,8915888,0,7
10533,8600000US10533,10533,9207505,137607,7
43762,8600000US43762,43762,188153890,182807,7
45377,8600000US45377,45377,57193255,694643,7
15940,8600000US15940,15940,68904349,179488,7
17582,8600000US17582,17582,23002339,19985490,7
19085,8600000US19085,19085,15654110,11386,7
15438,8600000US15438,15438,29831107,1264361,7
17246,8600000US17246,17246,4213929,0,7
77479,8600000US77479,77479,85772371,3997028,7
77803,8600000US77803,77803,33297656,3553,7
13135,8600000US13135,13135,82736475,2990569,7
12850,8600000US12850,12850,121124936,2286569,7
11590,8600000US11590,11590,17243875,62481,7
45843,8600000US45843,45843,259552041,12601,7
43130,8600000US43130,43130,419284093,1931045,7
15423,8600000US15423,15423,42501650,191453,7
15050,8600000US15050,15050,60634158,30664,7
16673,8600000US16673,16673,80427837,0,7
75104,8600000US75104,75104,101232769,656110,7
77362,8600000US77362,77362,21092546,32665,7
78639,8600000US78639,78639,113699058,7114674,7
10958,8600000US10958,10958,59221516,359344,7
10030,8600000US10030,10030,722465,0,7
11755,8600000US11755,11755,8403921,2832,7
10926,8600000US10926,10926,13423475,1039699,7
11040,8600000US11040,11040,12387604,73573,7
28555,8600000US28555,28555,395709252,2189758,7
58771,8600000US58771,58771,717226788,18686425,7
44212,8600000US44212,44212,56085376,95848,7
27701,8600000US27701,27701,13667543,1025,7
15061,8600000US15061,15061,46565273,3623586,7
16836,8600000US16836,16836,316048048,1736886,7
79836,8600000US79836,79836,49696797,128655,7
77049,8600000US77049,77049,63688583,2502782,7
78705,8600000US78705,78705,5687338,0,7
79748,8600000US79748,79748,143167072,217404,7
10562,8600000US10562,10562,35699643,1422714,7
10989,8600000US10989,10989,12780656,1676479,7
13406,8600000US13406,13406,28257171,170269,7
12183,8600000US12183,12183,1935066,482922,7
88118,8600000US88118,88118,464849156,597386,7
11216,8600000US11216,11216,2422753,0,7
13208,8600000US13208,13208,10810788,0,7
12151,8600000US12151,12151,6711174,342054,7
11576,8600000US11576,11576,11773759,729035,7
11105,8600000US11105,11105,4226734,0,7
12574,8600000US12574,12574,1304570,0,7
10954,8600000US10954,10954,17821325,12014,7
17846,8600000US17846,17846,120289223,483236,7
17243,8600000US17243,17243,154653067,0,7
16730,8600000US16730,16730,1515059,36331,7
76374,8600000US76374,76374,730943134,7782251,7
75856,8600000US75856,75856,66055067,0,7
75070,8600000US75070,75070,61843718,621950,7
59082,8600000US59082,59082,753592,39484,7
59071,8600000US59071,59071,255966740,698595,7
59477,8600000US59477,59477,187046161,197021,7
14042,8600000US14042,14042,118221811,634113,7
12198,8600000US12198,12198,33910677,633941,7
10035,8600000US10035,10035,3668896,0,7
10588,8600000US10588,10588,5169906,69152,7
10994,8600000US10994,10994,15830933,973831,7
10530,8600000US10530,10530,9913590,21972,7
15732,8600000US15732,15732,76332523,200206,7
15104,8600000US15104,15104,6341417,545396,7
15342,8600000US15342,15342,8654678,0,7
44671,8600000US44671,44671,2083710,0,7
45685,8600000US45685,45685,78377986,50120,7
43227,8600000US43227,43227,10300091,23644,7
76655,8600000US76655,76655,197756990,1137214,7
78060,8600000US78060,78060,1018943,0,7
77055,8600000US77055,77055,21413760,5250,7
78251,8600000US78251,78251,39285785,79686,7
75212,8600000US75212,75212,26628860,254486,7
85534,8600000US85534,85534,1145307890,2933517,7
31009,8600000US31009,31009,185162927,1376345,7
26451,8600000US26451,26451,3245556,0,7
74425,8600000US74425,74425,42376241,6413557,7
16111,8600000US16111,16111,72702683,0,7
15710,8600000US15710,15710,4313724,11304,7
17244,8600000US17244,17244,67058577,303294,7
66538,8600000US66538,66538,377635139,49211,7
50455,8600000US50455,50455,84207511,0,7
66087,8600000US66087,66087,289412175,2123678,7
98902,8600000US98902,98902,23381578,265584,7
98602,8600000US98602,98602,145030752,0,7
98811,8600000US98811,98811,13423858,0,7
24133,8600000US24133,24133,112105539,0,7
53518,8600000US53518,53518,194108433,8466809,7
53212,8600000US53212,53212,10499920,264212,7
23306,8600000US23306,23306,37765480,8500767,7
15136,8600000US15136,15136,28809778,978366,7
36863,8600000US36863,36863,227708146,5526651,7
85364,8600000US85364,85364,102253307,2639166,7
01521,8600000US01521,01521,31841680,1990805,7
12563,8600000US12563,12563,59105052,1405401,7
56574,8600000US56574,56574,152824364,1481012,7
14219,8600000US14219,14219,18210707,855940,7
99147,8600000US99147,99147,21199008,8193882,7
25076,8600000US25076,25076,21134314,7238,7
25403,8600000US25403,25403,96698567,4287,7
25115,8600000US25115,25115,20892945,1274958,7
54664,8600000US54664,54664,203267654,523832,7
24377,8600000US24377,24377,91483453,81021,7
72736,8600000US72736,72736,229570879,29926,7
72370,8600000US72370,72370,293537527,382190,7
96133,8600000US96133,96133,32925766,3359715,7
70560,8600000US70560,70560,522463819,29868726,7
52064,8600000US52064,52064,106639284,901301,7
04064,8600000US04064,04064,17519292,1802982,7
25054,8600000US25054,25054,43234502,145693,7
25567,8600000US25567,25567,43654785,184023,7
24440,8600000US24440,24440,71846574,256698,7
25035,8600000US25035,25035,29954053,641759,7
24830,8600000US24830,24830,22332917,8419,7
93452,8600000US93452,93452,295559618,17829294,7
94547,8600000US94547,94547,14098421,2157089,7
19940,8600000US19940,19940,107158137,17386,7
33070,8600000US33070,33070,11305256,34925452,7
66958,8600000US66958,66958,212353845,956858,7
62095,8600000US62095,62095,18047291,222940,7
47861,8600000US47861,47861,113797189,3702646,7
52164,8600000US52164,52164,65222954,83451,7
24827,8600000US24827,24827,100753469,104471,7
25832,8600000US25832,25832,31172776,186575,7
24433,8600000US24433,24433,38644105,5783,7
05833,8600000US05833,05833,37418210,166031,7
05744,8600000US05744,05744,57617408,210958,7
05903,8600000US05903,05903,172662654,961347,7
61490,8600000US61490,61490,101896509,31883,7
06880,8600000US06880,06880,52119383,15226042,7
19720,8600000US19720,19720,96096587,10076876,7
06475,8600000US06475,06475,39003141,8875032,7
20670,8600000US20670,20670,24421593,14642218,7
04562,8600000US04562,04562,74026888,42197989,7
02748,8600000US02748,02748,58249957,8143586,7
55804,8600000US55804,55804,236490239,27629823,7
99335,8600000US99335,99335,438424366,8869752,7
24879,8600000US24879,24879,40507318,60823,7
82227,8600000US82227,82227,976306626,366263,7
83128,8600000US83128,83128,1171603199,5493343,7
91901,8600000US91901,91901,231186275,2022776,7
85257,8600000US85257,85257,16984419,117526,7
20618,8600000US20618,20618,14402691,2492573,7
56051,8600000US56051,56051,79199936,80496,7
04629,8600000US04629,04629,5875674,15685,7
42717,8600000US42717,42717,774722030,17648087,7
26209,8600000US26209,26209,73062364,25017,7
25690,8600000US25690,25690,4544137,0,7
05362,8600000US05362,05362,6872693,178763,7
84084,8600000US84084,84084,19989839,0,7
84119,8600000US84119,84119,31234804,136726,7
05653,8600000US05653,05653,82811386,1664633,7
07734,8600000US07734,07734,4590912,1124924,7
12578,8600000US12578,12578,40543740,428295,7
92105,8600000US92105,92105,14427584,0,7
11516,8600000US11516,11516,2262295,0,7
12024,8600000US12024,12024,2697849,0,7
94019,8600000US94019,94019,136164288,1457105,7
94060,8600000US94060,94060,188949669,879242,7
66739,8600000US66739,66739,178520693,3153873,7
49720,8600000US49720,49720,247697157,78527377,7
24646,8600000US24646,24646,30470174,4354,7
78340,8600000US78340,78340,56128253,38154274,7
05482,8600000US05482,05482,63444944,2014059,7
05040,8600000US05040,05040,27534807,196014,7
14823,8600000US14823,14823,200848541,44261,7
69036,8600000US69036,69036,129129324,0,7
07704,8600000US07704,07704,4164490,1333656,7
85749,8600000US85749,85749,155616528,57376,7
62277,8600000US62277,62277,165431579,6443183,7
33469,8600000US33469,33469,29661521,6963541,7
92704,8600000US92704,92704,19136307,358978,7
71047,8600000US71047,71047,278694122,1188714,7
67038,8600000US67038,67038,464893828,620466,7
22742,8600000US22742,22742,57396252,394692,7
59275,8600000US59275,59275,986724536,31675063,7
88323,8600000US88323,88323,300997,0,7
10034,8600000US10034,10034,2821117,11193,7
07067,8600000US07067,07067,10347265,10930,7
14041,8600000US14041,14041,5888814,116110,7
33578,8600000US33578,33578,55810895,6389909,7
95946,8600000US95946,95946,108382848,2799366,7
32233,8600000US32233,32233,26395813,8195242,7
94579,8600000US94579,94579,8113269,0,7
62301,8600000US62301,62301,29262667,1398004,7
01569,8600000US01569,01569,75315941,1580779,7
21817,8600000US21817,21817,37920582,10163392,7
04785,8600000US04785,04785,264051660,4635904,7
21530,8600000US21530,21530,146143786,439995,7
23505,8600000US23505,23505,16623930,2602560,7
54484,8600000US54484,54484,269684560,2650367,7
80120,8600000US80120,80120,21504224,942870,7
20012,8600000US20012,20012,5846515,67551,7
56536,8600000US56536,56536,263870477,243751,7
67149,8600000US67149,67149,144160029,785938,7
52572,8600000US52572,52572,251780885,452918,7
62962,8600000US62962,62962,101668156,20928495,7
83846,8600000US83846,83846,122652174,244388,7
32136,8600000US32136,32136,48867017,7131178,7
65777,8600000US65777,65777,41466790,73889,7
63019,8600000US63019,63019,8492359,1112998,7
02047,8600000US02047,02047,619345,21837,7
64504,8600000US64504,64504,119286558,4246672,7
04955,8600000US04955,04955,115414628,1595346,7
55074,8600000US55074,55074,90042893,2817237,7
53516,8600000US53516,53516,215531580,55767,7
24239,8600000US24239,24239,7174707,25419,7
53222,8600000US53222,53222,14343798,9179,7
41141,8600000US41141,41141,168670322,2696815,7
47990,8600000US47990,47990,111530286,0,7
01923,8600000US01923,01923,34194563,2348714,7
66501,8600000US66501,66501,608797,13478,7
46628,8600000US46628,46628,90669988,1729677,7
61811,8600000US61811,61811,73419325,0,7
33615,8600000US33615,33615,22332442,2549740,7
32410,8600000US32410,32410,51944281,9072879,7
22556,8600000US22556,22556,81800145,879287,7
22611,8600000US22611,22611,209281017,1464391,7
53036,8600000US53036,53036,69382612,1369177,7
53120,8600000US53120,53120,149622718,5393947,7
50054,8600000US50054,50054,151303551,1568720,7
02301,8600000US02301,02301,32204729,441565,7
04419,8600000US04419,04419,94618223,946581,7
55772,8600000US55772,55772,38592269,19750550,7
01339,8600000US01339,01339,142392585,630078,7
62942,8600000US62942,62942,84043444,4393090,7
47932,8600000US47932,47932,281536351,3320787,7
23070,8600000US23070,23070,7479561,1858538,7
22015,8600000US22015,22015,21714295,231446,7
05440,8600000US05440,05440,75475526,1489358,7
20110,8600000US20110,20110,32706550,165181,7
54626,8600000US54626,54626,173431189,3382597,7
84521,8600000US84521,84521,148137749,1481523,7
84749,8600000US84749,84749,102383195,24857,7
98356,8600000US98356,98356,259126112,17287324,7
04079,8600000US04079,04079,54992770,96593796,7
